OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y
41422,21380,KWP,seaplane_base,West Point Village Seaplane Base,57.7700996399,-153.548995972,,,US,US-AK,West Point,yes,KWP,KWP,KWP,,https://en.wikipedia.org/wiki/West_Point_Village_Seaplane_Base,,,,10000.0,500.0,WATER-E,0.0,0.0,-17092996.0434,7919176.9185
41423,21408,KXA,seaplane_base,Kasaan Seaplane Base,55.537399292,-132.397994995,,,US,US-AK,Kasaan,no,KXA,KXA,KXA,,,,,,2000.0,2000.0,WATER,0.0,0.0,-14738477.3849,7466870.76
41429,44336,KZ-0067,medium_airport,Baikonur Krayniy Airport,45.621994,63.210773,317.0,AS,KZ,KZ-BAY,Baikonur,no,UAOL,BXY,,,https://en.wikipedia.org/wiki/Baikonur_Krayniy_Airport,"Krayniy Airport, Аэропорт Крайний",,,10500.0,197.0,asphalt,1.0,0.0,7036591.063,5719979.0428
41430,318380,KZ-0082,small_airport,Usharal Airport,46.190767,80.830922,1288.0,AS,KZ,KZ-JET,Usharal,no,UAAL,USJ,,,https://en.wikipedia.org/wiki/Usharal_Airport,Enbekshi Airport,,,7546.0,144.0,CON,0.0,0.0,8998057.0774,5810972.6446
41436,302157,KZF,small_airport,Kaintiba Airport,-7.50025,146.033833333,2050.0,OC,PG,PG-GPK,Kaintiba,no,AYKT,KZF,KNT,,,,,,1476.0,98.0,Grassed red clay gravel,0.0,0.0,16256411.9652,-837318.8024
41548,41316,LAC,small_airport,Layang-Layang Airport,7.37157,113.844002,7.0,AS,MY,MY-12,Pulau Layang-Layang (Swallow Reef),no,,LAC,,,https://en.wikipedia.org/wiki/Swallow_Reef,"Pulau Layang-Layang, Swallow Reef, Layang-Layang Atoll",,,4480.0,,,0.0,0.0,12673056.3325,822872.7192
41550,31795,LAKU,medium_airport,Kukës International Airport,42.035802,20.415955,1120.0,EU,AL,AL-07,Kukës,no,LAKU,KFZ,,,https://en.wikipedia.org/wiki/Kuk%C3%ABs_International_Airport,,,,7211.0,98.0,ASPH,1.0,0.0,2272693.7147,5166343.9196
41577,92,LBRS,small_airport,Ruse Airport,43.694801,26.0567,614.0,EU,BG,BG-18,Shtraklevo,no,LBRS,ROU,,,https://en.wikipedia.org/wiki/Ruse_Airport,"LB24, Shtraklevo Air Base, Shtruklovo",,,8210.0,165.0,CON,0.0,0.0,2900618.5758,5418332.7736
41581,3978,LBSZ,small_airport,Stara Zagora Airport,42.3766667,25.655,558.0,EU,BG,BG-24,Stara Zagora,no,LBSZ,SZR,,,https://en.wikipedia.org/wiki/Stara_Zagora_Airport,,,,8200.0,148.0,ASP,0.0,0.0,2855901.5363,5217570.3529
41585,42797,LCP,small_airport,Loncopue Airport,-38.081902,-70.643898,3627.0,SA,AR,AR-Q,Loncopue,no,,LCP,LCP,,,SA18,,,5249.0,98.0,ASP,0.0,0.0,-7864042.753,-4591002.2881
41587,30085,LDLO,small_airport,Lošinj Island Airport,44.5657997131,14.3930997849,151.0,EU,HR,HR-08,Lošinj,no,LDLO,LSZ,,,https://en.wikipedia.org/wiki/Lo%C5%A1inj_Airport,,,,2953.0,98.0,Asphalt,0.0,0.0,1602232.539,5553422.5966
41608,308134,LEMI,medium_airport,Región de Murcia International Airport,37.803,-1.125,644.0,EU,ES,ES-MC,Corvera,yes,LEMI,RMU,,https://www.aena.es/en/internacional-region-de-murcia.html,https://en.wikipedia.org/wiki/Murcia-Corvera_Airport,,,,9842.0,147.0,ASPH,1.0,0.0,-125234.427099999,4551633.5776
41613,46583,LERL,medium_airport,Ciudad Real International Airport,38.856479,-3.969944,,EU,ES,ES-CM,Ciudad Real,no,LERL,CQM,,http://www.aeropuertocentralcr.com/,https://en.wikipedia.org/wiki/Ciudad_Real_International_Airport,Ciudad Real Central Airport,,,13123.0,197.0,concrete,1.0,0.0,-441932.1446,4701134.2217
41616,316427,LETL,medium_airport,Teruel Airport,40.410269,-1.217366,3380.0,EU,ES,ES-AR,Teruel,no,LETL,TEV,,http://www.aeropuertodeteruel.com/en/,https://en.wikipedia.org/wiki/Teruel_Airport,,,,9268.0,148.0,ASPH,1.0,0.0,-135516.563200001,4925741.7947
41620,28770,LFAB,small_airport,Dieppe-Saint-Aubin Airport,49.884662,1.08101,344.0,EU,FR,FR-NOR,Saint-Aubin-sur-Scie,no,LFAB,DPE,,,,,,,2690.0,,UNK,0.0,0.0,120337.482700001,6426325.2392
41661,28818,LFEA,small_airport,Aérodrome de Belle Île,47.325256,-3.201255,171.0,EU,FR,FR-BRE,Bangor,no,LFEA,BIC,,,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île,Palais-Belle-İle-en-Mer Aerodrome,,,2165.0,82.0,ASP,0.0,0.0,-356362.076499999,5995326.6721
41663,28820,LFEC,small_airport,Ouessant Airport,48.4632,-5.06358,142.0,EU,FR,FR-BRE,Ushant,no,LFEC,OUI,,,https://en.wikipedia.org/wiki/Ushant_Airport,,,,2733.0,79.0,paved,0.0,0.0,-563675.1472,6184263.6893
41719,28887,LFHM,small_airport,Megève Altiport,45.823005,6.649406,4823.0,EU,FR,FR-ARA,Megève,no,LFHM,MVV,,,https://en.wikipedia.org/wiki/Meg%C3%A8ve_Altiport,,,,1798.0,59.0,ASP,0.0,0.0,740208.489999998,5752030.8722
41720,28891,LFHU,small_airport,Altiport L'Alpe d'Huez - Henri GIRAUD,45.087399,6.083604,6102.0,EU,FR,FR-ARA,L'Alpe d'Huez,no,LFHU,AHZ,,,https://fr.wikipedia.org/wiki/Altiport_de_l'Alpe_d'Huez,,,,1470.0,98.0,ASP,0.0,0.0,677223.699499998,5635291.1802
41745,28924,LFKX,small_airport,Méribel Altiport,45.407505,6.577597,5636.0,EU,FR,FR-ARA,Les Allues,no,LFKX,MFX,,,https://en.wikipedia.org/wiki/M%C3%A9ribel_Altiport,,,,1332.0,49.0,ASP,0.0,0.0,732214.7487,5685904.5805
41748,28488,LFLJ,small_airport,Courchevel Altiport,45.397531,6.63498,6583.0,EU,FR,FR-ARA,Saint-Bon,no,LFLJ,CVF,,,https://en.wikipedia.org/wiki/Courchevel_Altiport,,,,1762.0,131.0,Asphalt,0.0,0.0,738602.594999999,5684323.23
41754,28935,LFMR,small_airport,Barcelonnette - Saint-Pons Airfield,44.387198,6.609186,3714.0,EU,FR,FR-PAC,Le Castellet,no,LFMR,BAE,,,https://en.wikipedia.org/wiki/Barcelonnette_%E2%80%93_Saint-Pons_Airport,,,,2625.0,,UNK,0.0,0.0,735731.220100001,5525558.7987
41755,28938,LFNA,small_airport,Gap - Tallard Airfield,44.455002,6.03778,1986.0,EU,FR,FR-PAC,,no,LFNA,GAT,,,,,,,3100.0,98.0,ASP,0.0,0.0,672122.595100001,5536126.9167
41756,28939,LFNC,small_airport,Mont-Dauphin - St-Crépin Airfield,44.701698,6.60028,2963.0,EU,FR,FR-PAC,,no,LFNC,SCP,,http://www.stcrepin-aero.com/,,,,,2854.0,,UNK,0.0,0.0,734739.808699999,5574681.5572
41794,4210,LFRF,medium_airport,Granville Airport,48.8830986022949,-1.56417000293732,45.0,EU,FR,FR-NOR,Granville,no,LFRF,GFR,,,,,,,3150.0,98.0,ASP,1.0,0.0,-174122.608199999,6255048.9009
41812,30014,LGKJ,small_airport,Kastelorizo Airport,36.1417007446,29.5764007568,489.0,EU,GR,GR-L,Kastelorizo Island,yes,LGKJ,KZS,,,,,,,2618.0,82.0,ASPH,0.0,0.0,3292429.8718,4320136.7342
41813,30004,LGKY,small_airport,Kalymnos Airport,36.9632987976,26.9405994415,771.0,EU,GR,GR-L,Kalymnos Island,yes,LGKY,JKL,,,https://en.wikipedia.org/wiki/Kalymnos_Island_National_Airport,"Kalimnos, Κάλυμνος",,,3330.0,98.0,ASP,0.0,0.0,2999013.8114,4433992.3469
41814,30139,LGML,small_airport,Milos Airport,36.696899,24.4769,10.0,EU,GR,GR-L,Milos Island,yes,LGML,MLO,,,https://en.wikipedia.org/wiki/Milos_Island_National_Airport,,,,3527.0,82.0,ASP,0.0,0.0,2724756.0442,4396942.2066
41815,302389,LGN,small_airport,Linga Linga Airport,-5.53194444444,149.734166667,17.0,OC,PG,PG-WBK,Linga Linga,no,AYLL,LGN,LLA,,,Lingalinga,,,2461.0,,,0.0,0.0,16668331.1877,-616772.245700002
41816,30182,LGNX,small_airport,Naxos Apollon Airport,37.0811,25.368099,10.0,EU,GR,GR-L,Naxos,yes,LGNX,JNX,,,,,,,2953.0,,UNK,0.0,0.0,2823963.8631,4450417.1182
41817,4285,LGSP,small_airport,Sparti Airport,36.9738998413086,22.5263004302979,500.0,EU,GR,GR-J,Sparti,no,LGSP,SPJ,,,,,,,3280.0,75.0,ASP,0.0,0.0,2507616.2933,4435469.3858
41837,29417,LIDB,small_airport,Belluno Arturo dell'Oro Airport,46.166549,12.250389,1240.0,EU,IT,IT-34,Belluno (BL),no,LIDB,BLX,BL05,http://www.aeroclubbelluno.org/,https://en.wikipedia.org/wiki/Belluno_Airport,,,,2664.0,,UNK,0.0,0.0,1363707.0655,5807079.1021
41848,29434,LIPD,small_airport,Udine-Campoformido Air Base,46.0308,13.18225,305.0,EU,IT,IT-36,Campoformido (UD),no,LIPD,UDN,UD07,,,,,,2395.0,131.0,grass,0.0,0.0,1467441.3575,5785286.3164
41852,29440,LIQL,small_airport,Lucca-Tassignano Airport,43.825825,10.577928,39.0,EU,IT,IT-52,Lucca,no,LIQL,LCV,LU02,,http://it.wikipedia.org/wiki/Aeroporto_di_Lucca-Tassignano,Enrico Squaglia Airport,,,2986.0,59.0,ASP,0.0,0.0,1177529.5586,5438527.6457
41920,330388,LLER,large_airport,Ramon International Airport,29.727009,35.014116,288.0,AS,IL,IL-D,Eilat,yes,LLER,ETM,,,https://en.wikipedia.org/wiki/Ramon_Airport#Airlines_and_destinations,,,,11811.0,,,1.0,0.0,3897753.5637,3468507.4393
41921,4416,LLEY,small_airport,Ein Yahav Airfield,30.6217002868652,35.2033004760742,-164.0,AS,IL,IL-D,Sapir,no,LLEY,EIY,,,https://en.wikipedia.org/wiki/Ein_Yahav_Airfield,Sapir Airfield,,,3943.0,60.0,ASP,0.0,0.0,3918813.4832,3583716.5661
41923,302388,LNC,small_airport,Lengbati Airport,-6.38461111111,147.368638889,5750.0,OC,PG,PG-MPL,,no,AYLT,LNC,LNG,,,,,,1535.0,,,0.0,0.0,16405001.84,-712207.123100001
41924,302387,LNM,small_airport,Langimar Airport,-7.22313888889,146.227083333,5127.0,OC,PG,PG-MPL,,no,AYLN,LNM,LNM,,,,,,1654.0,,,0.0,0.0,16277924.4568,-806214.512400001
41959,313922,LOM,small_airport,Francisco Primo de Verdad y Ramos Airport,21.258983,-101.943758,6227.0,,MX,MX-JAL,Lagos de Moreno,no,MMOO,LOM,LMO,,https://en.wikipedia.org/wiki/Francisco_Primo_de_Verdad_National_Airport,,,,6958.0,100.0,ASP,0.0,0.0,-11348327.2301,2422786.4708
41967,29487,LPCR,small_airport,Corvo Airport,39.671501,-31.1136,,EU,PT,PT-20,Corvo,yes,LPCR,CVU,,,https://en.wikipedia.org/wiki/Corvo_Airport,,,,2625.0,,ASP,0.0,0.0,-3463550.1087,4818319.9007
41972,333670,LROV,medium_airport,Brașov-Ghimbav International Airport,45.70558,25.522871,1740.0,EU,RO,RO-BV,Brașov (Ghimbav),yes,LRBV,GHV,,https://brasovairport.ro/,https://en.wikipedia.org/wiki/Brașov-Ghimbav_International_Airport,Aeroportul Internațional Brașov-Ghimbav,,,9252.0,148.0,CONC,0.0,0.0,2841193.0033,5733293.0883
42083,6408,LT86,small_airport,Gökçeada Airport,40.204498,25.883302,73.0,AS,TR,TR-17,Gökçeada,no,LTFK,GKD,,,https://en.wikipedia.org/wiki/G%C3%B6k%C3%A7eada_Airport,"Imbros, İmroz",,,7050.0,150.0,PER,0.0,1.0,2881315.9987,4895704.0235
42084,30013,LTAL,medium_airport,Kastamonu Airport,41.314201,33.795799,3520.0,AS,TR,TR-37,Kastamonu,no,LTAL,KFS,,,,,,,7382.0,148.0,Asphalt,0.0,0.0,3762131.1356,5058797.2886
42085,30585,LTAS,medium_airport,Zonguldak Çaycuma Airport,41.506401,32.0886,44.0,AS,TR,TR-67,Zonguldak,yes,LTAS,ONQ,,,https://en.wikipedia.org/wiki/Zonguldak_Airport,,,,6991.0,148.0,CONC,0.0,0.0,3572086.6123,5087325.0958
42086,29675,LTBD,small_airport,Aydın Çıldır Airport,37.815389,27.887566,102.0,AS,TR,TR-09,Aydın,no,LTBD,CII,,,https://en.wikipedia.org/wiki/Ayd%C4%B1n_Airport,,,,4708.0,98.0,Concrete,0.0,0.0,3104429.6466,4553379.1957
42088,44490,LTBZ,small_airport,Zafer Airport,39.113079,30.128111,3327.0,AS,TR,TR-43,Altıntaş,yes,LTBZ,KZR,,,https://en.wikipedia.org/wiki/Zafer_Airport,,,,9843.0,148.0,CON,0.0,0.0,3353845.9751,4737882.1368
42089,44789,LTCB,medium_airport,Ordu–Giresun Airport,40.966872,38.085995,11.0,AS,TR,TR-52,Ordu,yes,LTCB,OGU,OGU,http://www.dhmi.gov.tr/havaalanlari.aspx?hv=54,https://en.wikipedia.org/wiki/Ordu%E2%80%93Giresun_Airport,,,,9848.0,148.0,ASPH,0.0,0.0,4239713.5698,5007456.5187
42090,30418,LTCM,medium_airport,Sinop Airport,42.018313,35.071774,20.0,AS,TR,TR-57,Sinop,yes,LTCM,NOP,,,https://en.wikipedia.org/wiki/Sinop_Airport,SIC,,,6482.0,148.0,ASPHALT,0.0,0.0,3904172.0229,5163723.0375
42091,44491,LTCS,medium_airport,Şanlıurfa GAP Airport,37.445663,38.895592,2708.0,AS,TR,TR-63,Şanlıurfa,yes,LTCS,GNY,,http://gap.dhmi.gov.tr/havaalanlari/home.aspx?hv=36,https://en.wikipedia.org/wiki/Şanlıurfa_GAP_Airport,,,,13123.0,148.0,asphalt,0.0,0.0,4329837.4955,4501409.8605
42092,316546,LTCV,medium_airport,Şırnak Şerafettin Elçi Airport,37.3647,42.0582,2038.0,AS,TR,TR-73,Şırnak,yes,LTCV,NKT,,,https://en.wikipedia.org/wiki/%C5%9E%C4%B1rnak_Airport,,,,9843.0,148.0,CONC,0.0,0.0,4681897.4077,4490063.9153
42093,317863,LTCW,medium_airport,Hakkari Yüksekova Airport,37.5497,44.2381,6400.0,AS,TR,TR-30,Hakkari,yes,LTCW,YKO,,,https://en.wikipedia.org/wiki/Hakkari_Y%C3%BCksekova_Airport,,,,10499.0,148.0,CON,0.0,0.0,4924562.7657,4516007.3786
42094,44484,LTDA,medium_airport,Hatay Airport,36.362778,36.282223,269.0,AS,TR,TR-31,Antakya,yes,LTDA,HTY,,,https://en.wikipedia.org/wiki/Hatay_Airport,"hatay,antakya,samandag",,,9843.0,148.0,Concrete,1.0,0.0,4038918.5892,4350654.5706
42095,313850,LTF,small_airport,Leitre Airport,-2.8337,141.6257,32.0,OC,PG,PG-SAN,Leitre,no,,LTF,LRE,,,,,,2362.0,98.0,GRS,0.0,0.0,15765700.8072,-315574.718400002
42114,31944,LY-MRA,small_airport,Misrata International Airport,32.325001,15.061,60.0,AF,LY,LY-MI,Misrata,yes,HLMS,MRA,,,https://en.wikipedia.org/wiki/Misrata_Airport,"Misratah, Misurata",,,11155.0,148.0,ASPHALT,0.0,0.0,1676582.8508,3806048.0737
42116,1649,LY88,medium_airport,Ponikve Airport,43.898899,19.697701,2966.0,EU,RS,RS-16,Stapari,no,LYUZ,UZC,,http://aerodromponikve.rs,https://en.wikipedia.org/wiki/U%C5%BEice-Ponikve_Airport,"Аеродром Ужице-Поникве, Lepa Glava, Užice",,,10130.0,148.0,ASP,0.0,0.0,2192738.0451,5449809.8776
42117,4611,LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,265.0,EU,RS,RS-07,Batajnica,no,LYBT,BJY,,,https://en.wikipedia.org/wiki/Batajnica_Air_Base,Batajnica Colonel Milenko Pavlović Air Base,,,3232.0,191.0,GRS,0.0,0.0,2255054.5847,5611341.3826
42121,31872,LYKV,medium_airport,Morava Airport,43.817519,20.586662,686.0,EU,RS,RS-18,Kraljevo,yes,LYKV,KVO,,,https://en.wikipedia.org/wiki/Morava_Airport,Lađevci Airport,,,7431.0,98.0,asphalt,0.0,0.0,2291696.731,5437246.1186
42125,354840,LZG,medium_airport,Langzhong Gucheng Airport,31.50191,106.034417,1444.0,AS,CN,CN-51,Nanchong (Langzhong),yes,,LZG,,,https://en.wikipedia.org/wiki/Langzhong_Airport,,,,11811.0,,ASP,1.0,0.0,11803697.307,3698104.6998
42136,21739,M26,small_airport,Drummond Airport,46.621599,-113.201751,4245.0,,US,US-MT,Drummond,no,,DRU,M26,,,,,,2400.0,125.0,TURF-F,0.0,0.0,-12601561.2782,5880526.6435
42195,21796,MA53,small_airport,Ware Airport,42.282001495361,-72.214797973633,483.0,,US,US-MA,Ware,no,MA53,UWA,MA53,,https://en.wikipedia.org/wiki/Ware_Airport,,,,2030.0,150.0,TURF,0.0,0.0,-8038914.5382,5203315.9514
42241,31887,MBMC,small_airport,Middle Caicos Airport,21.82602,-71.8025,9.0,,TC,TC-MC,Middle Caicos,no,MBMC,MDS,,,https://en.wikipedia.org/wiki/Middle_Caicos_Airport,,,,2894.0,,UNK,0.0,0.0,-7993017.7377,2490649.6296
42242,32159,MBPI,small_airport,Pine Cay Airport,21.874661,-72.090573,3.0,,TC,TC-PN,Pine Cay,no,MBPI,PIC,,,,,,,2533.0,,UNK,0.0,0.0,-8025085.8774,2496483.4258
42333,30673,MDCY,medium_airport,Samaná El Catey International Airport,19.269259,-69.737405,30.0,,DO,DO-20,Samana,yes,MDCY,AZS,,,https://en.wikipedia.org/wiki/Saman%C3%A1_El_Catey_International_Airport,,,,9843.0,148.0,asphalt,1.0,0.0,-7763132.4138,2186662.5922
42334,29799,MDCZ,small_airport,Constanza - Expedición 14 de Junio National Airport,18.907499,-70.721901,3952.0,,DO,DO-13,Costanza,no,MDCZ,COZ,,,https://en.wikipedia.org/wiki/Constanza_Airport,,,,6234.0,75.0,UNK,0.0,0.0,-7872726.0073,2144048.4424
42424,313979,MGP,small_airport,Manga Airport,-4.147,153.0186,60.0,OC,PG,PG-NIK,Manga Mission,no,,MGP,MNA,,,,,,2641.0,,,0.0,0.0,17033952.6339,-462045.523600001
42425,30649,MGQC,small_airport,Quiché Airport,15.0122,-91.150597,6631.0,,GT,GT-QC,Santa Cruz del Quiché,no,MGQC,AQB,,,https://en.wikipedia.org/wiki/Quich%C3%A9_Airport,,,,4090.0,,ASP,0.0,0.0,-10146838.0435,1690606.186
42431,22013,MHN,small_airport,Hooker County Airport,42.042155,-101.059113,3260.0,,US,US-NE,Mullen,no,,MHN,84NE,,,KMHN,,,2525.0,25.0,ASPH/ CONC,0.0,0.0,-11249848.9992,5167296.1517
42433,4662,MHNJ,medium_airport,La Laguna Airport,16.4454,-85.906601,49.0,,HN,HN-IB,Guanaja,yes,MHNJ,GJA,,,https://en.wikipedia.org/wiki/Guanaja_Airport,,,,3990.0,66.0,ASP,0.0,0.0,-9563079.0791,1856360.6761
42436,4665,MHTE,medium_airport,Tela Airport,15.7759,-87.4758,7.0,,HN,HN-AT,Tela,no,MHTE,TEA,,,https://en.wikipedia.org/wiki/Tela_Airport,,,,4415.0,98.0,ASP,0.0,0.0,-9737761.5127,1778785.2067
42437,4667,MHTJ,medium_airport,Trujillo Airport,15.926599,-85.938573,3.0,,HN,HN-CL,Trujillo,no,MHTJ,TJI,,,https://en.wikipedia.org/wiki/Trujillo_Airport,,,,3515.0,95.0,ASP,0.0,0.0,-9566638.1859,1796224.0777
42438,306957,MHY,small_airport,Morehead Airport,-8.71411111111,141.644444444,100.0,OC,PG,PG-WPD,Morehead,no,AYEH,MHY,MHD,,,,,,4298.0,,,0.0,0.0,15767787.4292,-973811.9465
42527,4679,MKBS,medium_airport,Ian Fleming International Airport,18.404079,-76.969754,90.0,,JM,JM-05,Boscobel,yes,MKBS,OCJ,,http://www.aaj.com.jm/ourairports/index.php#boscobel,https://en.wikipedia.org/wiki/Ian_Fleming_International_Airport,Boscobel Aerodrome,,,3000.0,75.0,ASP,0.0,0.0,-8568233.8218,2084899.9466
42528,4682,MKKJ,medium_airport,Ken Jones Airport,18.1987991333,-76.5345001221,20.0,,JM,JM-04,Ken Jones,no,MKKJ,POT,,,https://en.wikipedia.org/wiki/Ken_Jones_Aerodrome,,,,3412.0,76.0,ASP,0.0,0.0,-8519781.5817,2060830.8064
42529,302540,MKN,small_airport,Malekolon Airport,-4.02343055556,153.657277778,5.0,OC,PG,PG-NIK,Babase Island,no,AYMV,MKN,MKO,,,Feni Islands,,,3050.0,,,0.0,0.0,17105049.9189,-448254.7938
42531,302535,MLQ,small_airport,Malalaua Airport,-8.07138888889,146.155472222,20.0,OC,PG,PG-GPK,Malalaua,no,AYMP,MLQ,MLU,,,,,,3609.0,,,0.0,0.0,16269952.7444,-901489.530000001
42571,4913,MM72,small_airport,Aeródromo de Cupul,21.155716,-88.172918,56.0,,MX,MX-YUC,Tizimin,no,MM72,TZM,MM72,,,MXA3,,,5780.0,92.0,ASP,0.0,0.0,-9815364.3335,2410455.772
42581,29753,MMCA,small_airport,Cananea National Airport,31.06615,-110.097878,4921.0,,MX,MX-SON,Cananea,no,MMCA,CNA,CNA,,,,,,5520.0,95.0,ASP,0.0,0.0,-12256039.7164,3641342.9632
42582,43060,MMCC,small_airport,Ciudad Acuña New International Airport,29.333662,-101.100555,1410.0,,MX,MX-COA,Ciudad Acuña,no,MMCC,ACN,EFN,,https://en.wikipedia.org/wiki/Ciudad_Acu%C3%B1a_International_Airport,,,,5910.0,100.0,ASP,0.0,0.0,-11254462.3015,3418182.6632
42583,4695,MMCG,small_airport,Aeropuerto Municipal de Nuevo Casas Grandes,30.3974,-107.875,4850.0,,MX,MX-CHH,Nuevo Casas Grandes,no,MMCG,NCG,NCG,,https://en.wikipedia.org/wiki/Nuevo_Casas_Grandes_Municipal_Airport,,,,2350.0,95.0,GRE,0.0,0.0,-12008590.0693,3554734.8718
42585,29796,MMCO,small_airport,San Antonio Copalar Airport,16.176701,-92.050598,5161.0,,MX,MX-CHP,Comitán,no,MMCO,CJT,,,,,,,5774.0,,UNK,0.0,0.0,-10247025.6966,1825194.818
42586,30860,MMDA,medium_airport,Ciudad Constitución National Airport,25.053801,-111.614998,213.0,,MX,MX-BCS,Comondú,yes,MMDA,CUA,CCB,,https://en.wikipedia.org/wiki/Ciudad_Constituci%C3%B3n_Airport,"MM71, Cap. Jaime Emilio Real Cossio",,,5249.0,,UNK,0.0,0.0,-12424924.7423,2882354.3131
42588,4712,MMHC,small_airport,Tehuacan Airport,18.497200012207,-97.4198989868164,5509.0,,MX,MX-PUE,,no,MMHC,TCN,,,,,,,6530.0,115.0,ASP,1.0,0.0,-10844733.5484,2095827.863
42589,4715,MMIM,small_airport,Aeropuerto Nacional de Isla Mujeres,21.245962,-86.740365,7.0,,MX,MX-ROO,Isla Mujeres,no,MMIM,ISJ,,,https://en.wikipedia.org/wiki/Isla_Mujeres_National_Airport,,,,3437.0,82.0,ASP,0.0,0.0,-9655893.263,2421231.2099
42590,4720,MMLC,medium_airport,Lázaro Cárdenas Airport,18.0016994476,-102.221000671,39.0,,MX,MX-MIC,Lázaro Cárdenas,yes,MMLC,LZC,,,https://en.wikipedia.org/wiki/L%C3%A1zaro_C%C3%A1rdenas_Airport,,,,4900.0,98.0,ASP,0.0,0.0,-11379189.7431,2037747.4631
42591,4734,MMNG,small_airport,Nogales International Airport,31.225756,-110.976934,3990.0,,MX,MX-SON,Nogales,yes,MMNG,NOG,,,https://en.wikipedia.org/wiki/Nogales_International_Airport_(Mexico),,,,5905.0,98.0,ASP,1.0,0.0,-12353895.7827,3662102.6944
42595,4744,MMPQ,small_airport,Palenque International Airport,17.533153,-92.015484,200.0,,MX,MX-CHP,Palenque,yes,MMPQ,PQM,,,https://en.wikipedia.org/wiki/Palenque_International_Airport,,,,8202.0,148.0,ASP,1.0,0.0,-10243116.824,1982976.5284
42596,31923,MMSM,large_airport,Aeropuerto Internacional General Felipe Ángeles,19.7357,-99.0257,7369.0,,MX,MX-MEX,Mexico City,yes,MMSM,NLU,SLM,https://www.gob.mx/nuevoaeropuertofelipeangeles,https://en.wikipedia.org/wiki/Mexico_City_Santa_Lucía_Airport,"Santa Lucia AFB, Mexico City Santa Lucía Airport, Zumpango",,,14764.0,148.0,CON,1.0,0.0,-11023490.4994,2241747.1076
42598,43048,MMTG,medium_airport,Angel Albino Corzo International Airport,16.5636005402,-93.0224990845,1499.0,,MX,MX-CHP,Tuxtla Gutiérrez,yes,MMTG,TGZ,TGZ,http://www.chiapas.aero/index.html,https://en.wikipedia.org/wiki/Angel_Albino_Corzo_International_Airport,,,,,,UNK,0.0,0.0,-10355217.2305,1870084.1451
42599,4759,MMTN,small_airport,Aeropuerto Nacional de Tamuín,22.0383,-98.806502,164.0,,MX,MX-SLP,Tamuin,no,MMTN,TSL,TMN,,https://en.wikipedia.org/wiki/Tamu%C3%ADn_National_Airport,,,,4735.0,75.0,ASP,0.0,0.0,-10999089.4897,2516124.2285
42600,302214,MMV,small_airport,Mal Airport,-1.39139,144.17131,6.0,OC,PG,PG-MRL,Mal Island,no,AYMM,MMV,MAL,,,,,,2165.0,98.0,Grassed grey sand,0.0,0.0,16049076.8162,-154904.052299999
42690,30809,MNBZ,small_airport,San Pedro Airport,14.031524,-84.624311,600.0,,NI,NI-AN,Bonanza,no,MNBZ,BZA,,,,,,,4583.0,,dirt,0.0,0.0,-9420335.2093,1577833.4625
42691,42164,MNCI,small_airport,Corn Island Airport,12.174785,-83.059445,1.0,,NI,NI-AS,Corn Island,no,MNCI,RNI,,,,,,,6234.0,,ASPHALT,0.0,0.0,-9246135.123,1365606.5488
42696,313383,MNP,small_airport,Maron Island Airport,-1.550403,145.017504,4.0,OC,PG,PG-MRL,Hermit Islands,no,,MNP,,,,Akib,,,2400.0,,,0.0,0.0,16143274.7014,-172611.138799999
42800,302532,MPG,small_airport,Makini Airport,-6.53222222222,147.651166667,2530.0,OC,PG,PG-MPL,Makini,no,AYMJ,MPG,MAK,,,,,,1565.0,,,0.0,0.0,16436452.6884,-728744.068999998
42801,30768,MPHO,small_airport,Panamá Pacífico International Airport,8.91479,-79.599602,52.0,,PA,PA-10,Panamá City,yes,MPPA,BLB,,http://www.panamapacifico.com/,https://en.wikipedia.org/wiki/Panam%C3%A1_Pac%C3%ADfico_International_Airport,"HOW, Howard Air Force Base, Panama Pacifico",,,8500.0,148.0,ASP,0.0,0.0,-8860987.162,996418.4179
42803,346878,MPPD,small_airport,Capt. J. Montenegro Airport,7.534801,-80.043347,148.0,,PA,PA-7,Pedasí,yes,MPPD,PDM,,,,,,,3281.0,49.0,ASP,0.0,0.0,-8910384.6294,841198.3473
42804,302531,MPU,small_airport,Mapua(Mabua) Airport,-2.81138888889,151.991111111,40.0,OC,PG,PG-NIK,Tatau Island,no,AYMZ,MPU,MBU,,,,,,1969.0,,,0.0,0.0,16919573.094,-313088.040100001
42805,306954,MPX,small_airport,Miyanmin Airport,-4.90305555556,141.620833333,2500.0,OC,PG,PG-SAN,Miyanmin,no,AYIY,MPX,MIM,,,,,,1969.0,98.0,Grassed brown clay,0.0,0.0,15765159.0523,-546473.024799999
42807,302536,MQO,small_airport,Malam Airport,-8.70916666667,142.649722222,126.0,OC,PG,PG-WPD,Malam,no,AYMQ,MQO,MAA,,,,,,2359.0,,,0.0,0.0,15879694.4396,-973255.1094
